Unnamed: 0,cluster_uid,target,sources,n_sources,silhouette_score,note,shortest_PPI_path_score_hippie,shortest_PPI_path_score_stringdb,shortest_PPI_path_score_biogrid,shared_PPI_partners_score_hippie,shared_PPI_partners_score_stringdb,shared_PPI_partners_score_biogrid,goa_similarity_lin,goa_similarity_resnik,goa_similarity_jc,grn_collectri_precision,grn_collectri_recall,grn_collectri_jaccard,exp_name,dataset,tool,result_name,Unnamed: 0.2,Unnamed: 0.1,grn_collectri_f1,method
23,7d01f61cc1ba,NFKBIA,ARID5A;ATF3;BHLHE40;CEBPB;CEBPD;EGR1;ETS2;FOS;FOSB;FOSL2;HES1;HIF1A;ID2;ID4;JUN;JUNB;KLF6;KLF9;MAFF;NFIL3;NR4A1;NR4A2;NR4A3;STAT3;ZNF331,25,,,0.54833,0.72278,0.535,11.32771,37.19716,6.81889,0.57993,1.96167,0.49316,0.2,0.14706,0.09259,exp03,heart_atrial_appendage,coregnet,r1,,,,exp03-coregnet
24,cf1123d7297d,PDK4,FOSB;KDM5D;MAFF;MYC;NR4A3;ZBTB16,6,,,0.46667,0.65556,0.5,2.37535,17.09569,1.83325,0.52242,1.74748,0.45289,0.0,0.0,0.0,exp03,heart_atrial_appendage,coregnet,r1,,,,exp03-coregnet
25,d20e31643eb0,PDLIM7,ARID5A;ATF3;BCL3;BHLHE40;CREB3L2;DDIT3;EGR1;FOSB;HES1;HES4;JUN;JUNB;KDM5D;MAFF;MEOX1;MSC;NFKB2;NR1D1;NR4A1;RARA;SMAD7;SNAI1;TCF21;ZNF331,24,,,0.48913,0.53502,0.47766,6.8074,20.06332,3.97234,0.54091,1.7968,0.46166,0.125,0.07895,0.05085,exp03,heart_atrial_appendage,coregnet,r1,,,,exp03-coregnet
26,d02637d00abd,PER1,ARID5A;ATF3;BHLHE40;BHLHE41;EGR1;FOS;FOSB;FOSL2;JUNB;JUND;KLF6;KLF9;MAFF;NFIL3;NR1D1;NR4A1;NR4A2;NR4A3;PPARGC1A;ZNF331,20,,,0.52807,0.70439,0.50965,9.45895,32.88081,5.26165,0.61083,2.03187,0.52835,0.4,0.30769,0.21053,exp03,heart_atrial_appendage,coregnet,r1,,,,exp03-coregnet
27,3a30e890082a,SOCS3,ARID5A;ATF3;BCL3;BHLHE40;CEBPD;EGR1;FOS;FOSB;FOSL2;JUNB;KDM5D;MAFF;MYC;NFIL3;NR4A1;NR4A2;NR4A3;ZNF331,18,,,0.52941,0.73965,0.51307,11.61609,36.00015,6.17783,0.58773,1.9105,0.50643,0.05556,0.02703,0.01852,exp03,heart_atrial_appendage,coregnet,r1,,,,exp03-coregnet
28,0a63f99123d0,SOD2,ARID5A;ARID5B;BCL3;BCL6;BHLHE40;CEBPB;CEBPD;EGR1;ENO1;ETS2;FHL2;FOSB;FOSL2;HIF1A;HMGA1;ID2;JUNB;KDM5D;KLF10;KLF9;MAFF;MEF2A;MYC;NFIL3;NFKB2;NR1D1;NR4A3;PPARD;PPARGC1A;SMAD3;STAT3;XBP1;ZBTB16;ZNF331,34,,,0.52288,0.61527,0.51901,8.23871,24.4181,6.07026,0.53926,1.87229,0.4405,0.20588,0.175,0.10448,exp03,heart_atrial_appendage,coregnet,r1,,,,exp03-coregnet
29,3870d2886908,SPARC,ARID5A;ATF3;BHLHE40;EGR1;FOS;FOSB;FOXC1;HES1;HES4;JUN;JUNB;JUND;KDM5D;KLF4;MAFF;MEOX1;MSC;NR1D1;NR4A1;NR4A2;NR4A3;SMAD7;TBX20;TCF21;ZNF331,25,,,0.49167,0.60222,0.47611,6.83435,23.59322,4.30089,0.55137,1.92275,0.46605,0.04,0.04348,0.02128,exp03,heart_atrial_appendage,coregnet,r1,,,,exp03-coregnet
30,b3c05c2e1031,TAGLN,ARID5A;ATF3;BHLHE40;EGR1;FOSB;FOSL2;KDM5D;MAFF;NFIL3;NR4A1;NR4A2;NR4A3;PPARGC1A;SMAD7;TBX20;ZNF331,16,,,0.47917,0.64861,0.46944,5.93607,21.64645,3.33013,0.54663,1.78784,0.47444,0.0625,0.02857,0.02,exp03,heart_atrial_appendage,coregnet,r1,,,,exp03-coregnet
31,1273bfb35f59,TGFB1,ARID5A;ARID5B;ATF3;BCL3;BCL6;BHLHE40;BHLHE41;CEBPB;CEBPD;CREB3L2;DDIT3;EGR1;ENO1;ETS2;FOS;FOSB;FOSL2;HES1;HIF1A;HMGA1;HSF4;JUNB;KDM5D;KLF6;MAFF;MAFK;MSC;NFIL3;NFKB2;NR1D1;NR4A1;NR4A3;PPARD;PRRX1;RARA;SMAD3;SMAD7;SNAI1;STAT3;XBP1;ZNF331,41,,,0.51585,0.60427,0.51179,8.59824,25.61633,5.78238,0.55353,1.86876,0.46527,0.31707,0.16883,0.12381,exp03,heart_atrial_appendage,coregnet,r1,,,,exp03-coregnet
32,3d682acaa88b,TGFBR2,ARID5B;BCL3;BCL6;CEBPD;ENO1;ETS2;FHL2;FOSB;FOSL2;FOXC1;FOXO1;HBP1;HIF1A;ID2;ID4;KDM5D;KLF10;KLF15;KLF6;KLF9;MEF2A;MYC;NFE2L1;NFIL3;NR4A3;PPARGC1A;PRRX1;SMAD3;SNAI2;SOX9;STAT3;TBX20;TBX5;XBP1;ZBTB16,35,,,0.48908,0.59608,0.49496,5.78219,21.42223,5.52591,0.52163,1.82944,0.42592,0.05714,0.05128,0.02778,exp03,heart_atrial_appendage,coregnet,r1,,,,exp03-coregnet
33,31127679363b,TIMP1,ARID5A;BCL3;BHLHE40;CEBPD;ENO1;ETS2;FOSB;FOSL2;FOXC1;HIF1A;ID2;ID4;KDM5D;MAFF;MSC;MYC;NFIL3;NR1D1;NR4A3;SMAD7;SNAI1;STAT3;ZNF331,23,,,0.49209,0.58169,0.48485,7.1922,17.22481,5.51349,0.52088,1.74872,0.43566,0.17391,0.10526,0.07018,exp03,heart_atrial_appendage,coregnet,r1,,,,exp03-coregnet
34,63458e82b1f6,TIMP3,ATF3;EGR1;FHL2;FOS;FOSB;FOSL2;FOXC1;ID1;ID4;JUNB;KLF10;KLF15;KLF4;KLF9;MYC;NFIL3;NR1D1;NR4A1;NR4A2;NR4A3;SNAI2;SOX9;TBX20;ZBTB16;ZNF331,25,,,0.49611,0.64333,0.49611,7.42838,29.14049,6.10386,0.55021,1.9569,0.45418,0.08,0.09091,0.04444,exp03,heart_atrial_appendage,coregnet,r1,,,,exp03-coregnet
35,c43cd8bd0ced,VEGFA,ARID5A;ATF3;BHLHE40;CEBPD;DDIT3;EGR1;ENO1;ETS2;FOSB;FOSL2;HES1;HES4;JUNB;KDM5D;MAFF;NFIL3;NFKB2;NR1D1;NR4A1;NR4A3;PPARGC1A;SMAD7;ZNF331,23,,,0.5,0.58959,0.48485,7.25755,19.69879,4.04359,0.56178,1.82353,0.48407,0.26087,0.04225,0.03774,exp03,heart_atrial_appendage,coregnet,r1,,,,exp03-coregnet
36,9ac3f9d194d5,VIM,ARID5A;ATF3;BHLHE40;CEBPD;CREB3L2;DDIT3;EGR1;ETS2;FOS;FOSB;FOSL2;HES1;HES4;ID2;IRF7;JUN;JUNB;JUND;KDM5D;KLF6;MAFF;MSC;NFIL3;NR1D1;NR4A1;NR4A2;NR4A3;RARA;SMAD3;SMAD7;TCF21;ZNF331,32,,,0.51546,0.62198,0.49563,8.05733,25.75483,5.12109,0.5649,1.91339,0.48224,0.03125,0.02,0.01235,exp03,heart_atrial_appendage,coregnet,r1,,,,exp03-coregnet
0,3f552c7b2ece,ACTB,APEX1;ATF2;ATF3;ATF4;ATF5;ATF6B;BCLAF1;BHLHE41;CEBPG;CIC;CREBZF;CTBP1;CTNNB1;DDIT3;DEAF1;DMAP1;DRAP1;E2F4;E4F1;ENO1;ERF;ESRRA;EWSR1;FEZF1;FOXJ3;GTF2F1;HDAC3;HEY1;HIF1A;HMGA1;HMGB2;HSF1;HSF2;HTATIP2;ING4;IRF9;JAZF1;JUND;KDM2A;KLF16;KLF6;LDB1;LRRFIP1;MAFG;MAZ;MBD1;MEF2D;MEIS3;MLX;MTA3;MZF1;NCOA1;NCOR2;NFE2L1;NFE2L2;NFIL3;NONO;NR1D2;NR2F6;OTP;PBX1;PBX2;PBX3;PEG3;PHF1;POU6F1;RBFOX2;RFX5;RXRB;RXRG;SF1;SFPQ;SKI;SMARCA1;SMARCA5;SND1;SOX2;SREBF1;SREBF2;SRF;SSRP1;STAT1;STAT2;STAT3;STAT5B;TBL1XR1;TBPL1;TERF2;TFCP2;TFE3;THAP11;THRA;TRIM28;UBP1;USF1;XBP1;ZBTB18;ZBTB4;ZBTB7A;ZFP90;ZGPAT;ZNF189;ZNF219;ZNF692;ZNF76;ZSCAN18,106,,,0.49987,0.49093,0.50267,8.61962,7.36494,6.73424,0.52962,1.6138,0.46437,0.03774,0.19048,0.03252,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
1,45108971776a,APOE,ATF3;BCL6;BHLHE40;CEBPB;CEBPD;DBP;DDIT3;EGR1;ELK1;ENO1;FEZF1;FOS;HES4;HES5;HMGA1;HMGB2;HSF1;HSF2;HSF4;ID2;ID4;JAZF1;JUN;JUNB;JUND;KDM5D;MAFF;MEF2D;MEIS3;MESP1;NFIL3;NR1D1;NR2F1;NR2F2;NR4A1;OTP;PEG3;RBFOX2;RFX4;RXRG;SIX3;SOX2;SOX9;SREBF2;TBPL1;TEF;UBP1;ZSCAN18,48,,,0.47001,0.52128,0.47119,5.97993,12.06249,4.08324,0.54434,1.70082,0.47871,0.02083,0.04167,0.01408,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
2,08b93a17b418,APP,APEX1;ATF2;ATF6B;BCLAF1;CIC;CREBL2;CREBZF;CTBP1;CTNNB1;DBP;DMAP1;DRAP1;E2F4;E4F1;EWSR1;FEZF1;FOXJ3;GTF2F1;HDAC3;HMGA1;HSF2;ING4;JAZF1;KDM2A;LDB1;LRRFIP1;MAFG;MAZ;MBD1;MEF2D;MLX;MTA3;NCOA1;NCOR2;NFE2L1;NONO;NR1D2;OTP;PBX1;PBX2;PEG3;PHF1;POU6F1;RBFOX2;RFX5;RXRB;RXRG;SALL2;SF1;SFPQ;SMARCA1;SMARCA5;SND1;SREBF2;SSRP1;STAT1;STAT5B;TBL1XR1;TBPL1;TEF;TERF2;TFCP2;TFE3;THAP11;TRIM28;UBP1;USF1;ZBTB18;ZBTB4;ZBTB7A;ZFP90;ZGPAT;ZNF189;ZSCAN18,74,,,0.4971,0.47893,0.50157,9.49935,6.72552,8.11952,0.52705,1.54656,0.4664,0.06757,0.10204,0.04237,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
3,2b87cf3a3b44,BCL2L1,APEX1;ATF2;ATF4;ATF5;ATF6B;BCLAF1;CEBPG;CIC;CREBZF;CTBP1;CTNNB1;DEAF1;DMAP1;DRAP1;E2F4;E4F1;ENO1;ESRRA;EWSR1;FEZF1;FOXJ3;GTF2F1;HDAC3;HEY1;HMGA1;HSF1;HSF2;HTATIP2;ING4;IRF9;JAZF1;KDM2A;KLF16;LDB1;LRRFIP1;MAFG;MAZ;MBD1;MEF2D;MEIS3;MLX;MTA3;MZF1;NCOA1;NCOR2;NFE2L1;NFE2L2;NONO;NR2F6;OTP;PBX1;PBX2;PBX3;PEG3;PHF1;POU6F1;RBFOX2;RFX5;RXRB;RXRG;SF1;SFPQ;SKI;SMARCA1;SMARCA5;SND1;SREBF2;SRF;SSRP1;STAT1;STAT2;STAT5B;TBL1XR1;TBPL1;TERF2;TFCP2;TFE3;THAP11;THRA;TRIM28;UBP1;USF1;ZBTB18;ZBTB4;ZFP90;ZGPAT;ZNF219;ZNF692;ZNF76;ZSCAN18,90,,,0.49632,0.47978,0.50012,8.45414,6.18511,6.94693,0.52937,1.57961,0.46766,0.06667,0.08955,0.03974,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
4,abaf72f1d8ae,BMI1,APEX1;ATF2;ATF4;ATF5;ATF6B;BCLAF1;BHLHE41;CEBPG;CIC;CREBL2;CREBZF;CTBP1;CTNNB1;DEAF1;DMAP1;DRAP1;E2F4;E4F1;EWSR1;FEZF1;FOXJ3;GTF2F1;HDAC3;HES6;HIF1A;HMGB2;HSF1;HSF2;HTATIP2;ING4;IRF9;JAZF1;KDM2A;KLF13;KLF16;LDB1;LRRFIP1;MAZ;MBD1;MEF2D;MLX;MTA3;MZF1;NCOA1;NCOR2;NFE2L1;NFE2L2;NFIX;NONO;NR1D2;NR2F6;OTP;PBX1;PBX2;PBX3;PEG3;PHF1;POU3F3;POU6F1;RBFOX2;RFX5;RXRB;RXRG;SALL2;SF1;SFPQ;SKI;SMARCA1;SMARCA5;SREBF2;SSRP1;STAT1;STAT2;STAT5B;TBL1XR1;TBPL1;TEF;TERF2;TFCP2;TFE3;THAP11;THRA;TRIM28;UBP1;USF1;ZBTB18;ZBTB4;ZFP90;ZGPAT;ZNF189;ZNF219;ZNF692;ZNF76;ZSCAN18,94,,,0.48829,0.471,0.49512,7.71647,5.68774,6.22542,0.53855,1.60049,0.47851,0.0,0.0,0.0,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
5,a650a9f0cb60,CCND3,APEX1;ATF2;ATF4;ATF5;ATF6B;BCLAF1;CEBPG;CIC;CREBZF;CTBP1;CTNNB1;DDIT3;DEAF1;DMAP1;DRAP1;E2F4;E4F1;ENO1;ESRRA;EWSR1;FEZF1;FOXJ3;GTF2F1;HDAC3;HEY1;HIF1A;HMGB2;HSF1;HSF2;HTATIP2;ING4;IRF9;JAZF1;JUND;KDM2A;KLF16;KLF6;LDB1;LRRFIP1;MAFG;MAZ;MBD1;MEF2D;MLX;MTA3;MZF1;NCOA1;NCOR2;NFE2L1;NFE2L2;NONO;NR1D2;NR2F6;OTP;PBX1;PBX2;PBX3;PEG3;PHF1;POU6F1;RBFOX2;RFX5;RXRB;RXRG;SF1;SFPQ;SKI;SMARCA1;SMARCA5;SND1;SREBF2;SRF;SSRP1;STAT1;STAT2;STAT3;STAT5B;TBL1XR1;TBPL1;TERF2;TFCP2;TFE3;THAP11;THRA;TRIM28;UBP1;USF1;ZBTB18;ZBTB4;ZBTB7A;ZFP90;ZGPAT;ZNF219;ZNF692;ZNF76;ZSCAN18,96,,,0.49965,0.48944,0.50219,8.69507,6.99849,6.96643,0.52629,1.59634,0.46186,0.03125,0.08108,0.02308,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
6,3d9cb3485e48,CD14,ARID5A;ATF3;BCL6;CEBPB;CEBPD;EGR1;FEZF1;FOS;FOSL2;FOXJ1;HES5;HMGA1;HSF2;JAZF1;KDM5D;MAFF;MEIS3;NFIL3;OTP;PEG3;RBFOX2;SIX3;SMARCA1;STAT1;XBP1,25,,,0.46111,0.54333,0.46722,5.94219,14.56564,3.60909,0.52896,1.6897,0.45553,0.12,0.15,0.07143,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
7,cec0a16873b2,CDKN1A,ARID5A;ATF3;BCL6;BHLHE40;CEBPB;CEBPD;EGR1;FOS;FOSL2;HES5;JUN;JUNB;KDM5D;MAFF;NFIL3;OTP;XBP1,17,,,0.54963,0.71078,0.53799,14.47982,38.92988,8.01427,0.57374,1.90575,0.49218,0.41176,0.02756,0.02652,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
8,58f1b638a128,CDKN1C,FEZF1;FOXJ1;HES5;KDM5D;MYRF;NKX6-2;OTP;PEG3;SOX10;ZEB2,10,,,0.32889,0.55556,0.33741,0.35698,5.95752,0.4195,0.54765,1.82146,0.47784,0.0,0.0,0.0,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
9,9e0ff7a13976,CLU,APEX1;ATF2;ATF3;ATF4;ATF6B;BCL6;BCLAF1;BHLHE40;BHLHE41;CEBPB;CEBPG;CIC;CREBL2;CTBP1;DDIT3;DEAF1;E2F4;E4F1;ELK1;ENO1;EWSR1;FEZF1;FOSL2;FOXJ3;GTF2F1;HDAC3;HIF1A;HMGA1;HMGB2;HSF1;HSF2;ID2;ID4;ING4;IRF9;JAZF1;JUND;KDM2A;KLF16;LDB1;LRRFIP1;MAFG;MBD1;MEF2D;MLX;MTA3;NFE2L1;NFIL3;NONO;NR1D1;OTP;PBX1;PBX2;PBX3;PEG3;PHF1;RBFOX2;RFX4;RFX5;RXRB;RXRG;SALL2;SF1;SFPQ;SMARCA1;SND1;SOX2;SOX9;SREBF1;SREBF2;SSRP1;STAT1;STAT2;STAT3;STAT5B;TBPL1;TEF;TERF2;TFE3;THAP11;THRA;TRIM28;UBP1;USF1;ZBTB7A;ZGPAT;ZSCAN18,87,,,0.50541,0.49909,0.50913,9.00411,8.34582,7.43345,0.52334,1.61601,0.45561,0.06897,0.24,0.0566,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
10,646b2abb19ec,CRYAB,ATF3;CEBPD;FEZF1;FOS;FOSL2;HES5;JUN;KDM5D;MAFF;MYRF;NKX6-2;OTP;SOX10;ZEB2,14,,,0.43919,0.60623,0.42143,8.28361,17.6155,5.50676,0.58066,1.83751,0.52541,0.0,0.0,0.0,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
11,b9f9af00936f,CSF1R,ATF3;BCL6;BHLHE41;CEBPD;CREBL2;FEZF1;FOS;FOSL2;FOXJ1;JAZF1;KDM5D;MEIS3;MLXIPL;NFIL3;OTP;PEG3;RBFOX2;SIX3;SMARCA1;STAT1;STAT5B;XBP1,22,,,0.44192,0.53535,0.44372,4.83602,12.43459,2.60668,0.52926,1.6604,0.45719,0.13636,0.13043,0.07143,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
12,cfc3536594f6,DUSP1,ATF3;CEBPD;EGR1;FEZF1;FOS;FOSL2;FOXJ1;HES1;JUN;JUNB;KDM5D;MAFF;MYRF;NR4A1;OTP;PEG3,16,,,0.49931,0.62083,0.48264,10.3167,26.32233,5.97005,0.56352,1.77121,0.50688,0.125,0.06897,0.04651,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
13,f5591bd040e9,FASN,APEX1;ATF2;ATF4;ATF5;ATF6B;BCLAF1;CEBPG;CIC;CREBZF;CTBP1;CTNNB1;DBP;DDIT3;DEAF1;DMAP1;DRAP1;E2F4;E4F1;ELK1;ENO1;ERF;EWSR1;FEZF1;FOXJ3;GTF2F1;HDAC3;HMGA1;HSF1;HSF2;HSF4;ING4;IRF9;JAZF1;JUND;KDM2A;KLF16;LDB1;LRRFIP1;MAFG;MAZ;MBD1;MEF2D;MEIS3;MESP1;MLX;MLXIPL;MTA3;MZF1;NCOA1;NCOR2;NFE2L1;NONO;NR2F6;OTP;PBX1;PBX2;PBX3;PEG3;PHF1;POU6F1;RBFOX2;RFX5;RXRB;RXRG;SALL2;SF1;SFPQ;SKI;SMARCA1;SND1;SREBF2;SRF;SSRP1;STAT1;STAT2;STAT5B;TBL1XR1;TBPL1;TEF;TERF2;TFE3;THAP11;THRA;TRIM28;UBP1;USF1;ZBTB18;ZBTB4;ZBTB7A;ZFP90;ZGPAT;ZNF692;ZNF76;ZSCAN18,94,,,0.48858,0.47152,0.49365,7.59837,5.53152,6.15921,0.53742,1.60544,0.47548,0.05319,0.14286,0.04032,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
14,59ee26b9b003,GADD45B,ARID5A;ATF3;BCL6;CEBPB;CEBPD;EGR1;FOS;FOSL2;HES5;JUN;JUNB;MAFF;NFIL3;NR4A1;OTP;XBP1,16,,,0.56736,0.75833,0.5625,16.74429,48.36752,9.34987,0.59413,2.02044,0.50223,0.25,0.17391,0.11429,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
15,9d60e258f418,GSTP1,APEX1;ATF2;ATF4;ATF5;ATF6B;BCLAF1;CEBPG;CIC;CREBL2;CREBZF;CTBP1;CTNNB1;DDIT3;DEAF1;DMAP1;DRAP1;E2F4;E4F1;ENO1;ESRRA;EWSR1;FOXJ3;GTF2F1;HDAC3;HEY1;HMGB2;HSF1;HSF2;HTATIP2;ING4;IRF9;JAZF1;KDM2A;KLF16;LDB1;LRRFIP1;MAZ;MBD1;MEF2D;MLX;MTA3;MZF1;NCOA1;NCOR2;NFE2L1;NFE2L2;NONO;NR1D2;NR2F6;OTP;PBX1;PBX2;PBX3;PEG3;PHF1;POU6F1;RBFOX2;RFX5;RXRB;RXRG;SALL2;SF1;SFPQ;SKI;SMARCA1;SMARCA5;SND1;SREBF2;SRF;SSRP1;STAT1;STAT5B;TBL1XR1;TBPL1;TEF;TERF2;TFCP2;TFE3;THAP11;THRA;TRIM28;UBP1;USF1;ZBTB18;ZBTB4;ZBTB7A;ZFP90;ZGPAT;ZNF219;ZNF692;ZNF76;ZSCAN18,92,,,0.49624,0.47818,0.50076,8.2695,5.98695,6.90913,0.52561,1.57974,0.46295,0.03261,0.07692,0.02344,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
16,bb2054ec4dd0,HBA2,CEBPD;FEZF1;FOXJ1;HES5;KDM5D;OTP;PEG3,7,,,0.35317,0.47619,0.37302,0.18376,1.45065,0.37999,0.53652,1.60468,0.48877,0.0,0.0,0.0,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
17,2cb2aa584f35,HBB,CEBPD;FEZF1;HES5;KDM5D;OTP;PEG3,6,,,0.33889,0.44444,0.35556,0.09397,1.35841,0.22497,0.55248,1.56004,0.51479,0.16667,0.01695,0.01562,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
18,13ab5135cf28,HLA-DRB1,ATF3;BCL6;BHLHE41;CEBPB;CEBPD;CREBL2;EGR1;FEZF1;FOS;FOSL2;FOXJ1;HMGA1;HSF2;JAZF1;JUN;JUNB;KDM5D;MAFF;MEIS3;MLXIPL;NFIL3;NR4A1;OTP;PEG3;RBFOX2;SIX3;SMARCA1;SND1;STAT1;STAT5B;XBP1,31,,,0.4862,0.56559,0.48996,8.16227,19.50643,5.13784,0.54211,1.71134,0.46758,0.06452,0.06667,0.0339,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
19,23bf088f57c3,HLA-E,ARID5A;ATF3;BCL6;BHLHE40;CEBPB;CEBPD;DDIT3;EGR1;ERF;ETS2;FEZF1;FOS;FOSL2;HES5;HIF1A;HMGA1;ID1;IRF9;JUN;JUNB;KLF6;KLF9;LMO2;MAFF;NFIL3;NR4A1;OTP;PEG3;SND1;STAT3;XBP1,31,,,0.52814,0.63943,0.52509,9.54319,26.60274,6.2478,0.55485,1.79382,0.47471,0.06452,0.03846,0.02469,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
20,ce8ea4f6d794,HSP90AA1,APEX1;ATF2;ATF4;ATF5;ATF6B;BCLAF1;BHLHE41;CEBPG;CREBL2;CTBP1;CTNNB1;DDIT3;DEAF1;DMAP1;DRAP1;E2F4;ENO1;EWSR1;FEZF1;FOXJ3;GTF2F1;HDAC3;HIF1A;HMGA1;HMGB2;HSF1;HSF2;HTATIP2;ING4;JAZF1;JUND;KDM2A;LDB1;LRRFIP1;MAFG;MBD1;MEF2D;MLX;MTA3;NCOA1;NFE2L1;NFIL3;NONO;NR1D2;OTP;PBX1;PBX2;PBX3;PEG3;PHF1;RBFOX2;RFX5;RXRB;RXRG;SALL2;SF1;SFPQ;SMARCA1;SMARCA5;SND1;SREBF2;SSRP1;STAT1;STAT2;STAT3;STAT5B;TBL1XR1;TBPL1;TEF;TERF2;TFCP2;TFE3;THAP11;THRA;TRIM28;UBP1;USF1;XBP1;ZFP90;ZGPAT;ZSCAN18,81,,,0.5001,0.49506,0.50622,9.08924,7.69674,7.62644,0.50755,1.57221,0.4398,0.07407,0.3,0.06316,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
21,df3c07089f19,HSPA1A,ATF3;EGR1;FEZF1;FOS;FOSL2;FOXJ1;JUN;JUNB;KDM5D;MAFF;NR4A1;OTP;PEG3;SIX3,14,,,0.51648,0.64469,0.48901,10.59969,29.99689,6.47293,0.56818,1.76758,0.51585,0.0,0.0,0.0,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
22,38dd0fd2089b,HSPA4,APEX1;ATF2;ATF6B;BCLAF1;CEBPG;CREBL2;CTBP1;CTNNB1;DEAF1;DMAP1;DRAP1;E2F4;ENO1;EWSR1;FEZF1;FOXJ3;GTF2F1;HDAC3;HIF1A;HMGA1;HSF1;HSF2;ING4;JAZF1;KDM2A;KLF16;LDB1;LRRFIP1;MAFG;MAZ;MBD1;MEF2D;MEIS3;MLX;MTA3;NCOA1;NFE2L1;NONO;NR2F6;OTP;PBX1;PBX2;PEG3;PHF1;POU6F1;RBFOX2;RFX5;RXRB;RXRG;SF1;SFPQ;SMARCA1;SND1;SREBF2;SSRP1;STAT1;STAT5B;TBL1XR1;TBPL1;TERF2;TFCP2;TFE3;THAP11;TRIM28;UBP1;USF1;XBP1;ZFP90;ZGPAT;ZSCAN18,70,,,0.49872,0.48699,0.50449,9.72221,6.606,8.0835,0.51852,1.557,0.45273,0.1,0.17073,0.06731,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
23,dd373cae00dc,ID3,ARID5A;ATF3;BCL6;BHLHE40;CEBPD;FEZF1;FOS;FOSL2;FOXJ1;HES5;ID1;JUN;JUNB;KDM5D;MAFF;NFIL3;NR4A1;OTP;PEG3;RFX4;STAT1,21,,,0.4873,0.59683,0.47579,8.86496,21.74603,4.79446,0.56581,1.76156,0.50217,0.04762,0.04762,0.02439,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
24,16098ee591f7,MAT2A,APEX1;ATF2;ATF4;ATF6B;BCLAF1;CEBPG;CIC;CREBL2;CREBZF;CTBP1;CTNNB1;DDIT3;DMAP1;DRAP1;E2F4;E4F1;ENO1;ERF;ETS2;EWSR1;FOXJ3;GTF2F1;HDAC3;HEY1;HIF1A;HMGA1;HMGB2;HSF1;HSF2;ING4;IRF9;JAZF1;JUND;KDM2A;KLF16;KLF6;LDB1;LRRFIP1;MAFG;MAZ;MBD1;MEF2D;MLX;MTA3;MZF1;NCOA1;NCOR2;NFE2L1;NFE2L2;NONO;NR1D2;PBX1;PBX2;PEG3;PHF1;POU6F1;RBFOX2;RFX5;RXRB;RXRG;SALL2;SF1;SFPQ;SKI;SMARCA1;SMARCA5;SND1;SREBF1;SREBF2;SRF;SSRP1;STAT1;STAT2;STAT3;STAT5B;TBL1XR1;TBPL1;TERF2;TFCP2;TFE3;THAP11;THRA;TRIM28;UBP1;USF1;ZBTB18;ZBTB4;ZBTB7A;ZFP90;ZGPAT;ZNF189;ZNF692;ZNF76;ZSCAN18,94,,,0.50799,0.49445,0.51098,9.41389,7.5691,7.65024,0.52596,1.60272,0.459,0.03191,0.14286,0.02679,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
25,75993f9b51a6,MCL1,ARID5A;ATF3;BCL6;BCLAF1;BHLHE40;CEBPB;CEBPD;DDIT3;EGR1;ENO1;ERF;ETS2;FEZF1;FOS;FOSL2;HIF1A;HSF2;ID2;JUN;JUNB;JUND;KDM5D;KLF6;KLF9;MAFF;MLX;NFIL3;NR4A1;OTP;PEG3;SIX3;SND1;SOX2;STAT2;STAT3;STAT5B;TFE3;XBP1,38,,,0.51873,0.60906,0.51612,10.02546,24.83538,6.30466,0.56456,1.80772,0.48624,0.15789,0.16216,0.08696,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
26,ac5441da77bc,NDRG1,ATF3;EGR1;FEZF1;FOXJ1;FOXO4;HES5;KDM5D;MYRF;NKX6-2;OLIG2;OTP;SIX3;SOX10;SOX8;ZEB2,15,,,0.36968,0.57778,0.37032,1.11942,13.49149,1.14429,0.55672,1.93519,0.4683,0.06667,0.05,0.02941,exp03,hypothalamus,coregnet,r1,,,,exp03-coregnet
