,cluster_uid,target,sources,n_sources,method,shortest_PPI_path_score_hippie,shortest_PPI_path_score_stringdb,shortest_PPI_path_score_biogrid,shared_PPI_partners_score_hippie,shared_PPI_partners_score_stringdb,shared_PPI_partners_score_biogrid,goa_similarity_lin,goa_similarity_resnik,goa_similarity_jc,grn_collectri_precision,grn_collectri_recall,grn_collectri_jaccard
20,b2b46450e6b1,HSPA1A,ATF3;BHLHE40;CEBPA;CREB5;EOMES;HHEX;HTATIP2;JUN;MAFF;MEF2A;NR4A1;NR4A2;RUNX3;TBX21;TRIM21,15,exp03-coregnet,0.49286,0.61746,0.49524,7.45401,26.13901,6.22947,0.56701,1.83149,0.4919,0.0,0.0,0.0
21,b9edfb5c8a55,MAPK14,ATF3;BCL6;BHLHE40;CREB5;EGR1;EOMES;HHEX;HTATIP2;JUN;JUND;MAFF;MEF2A;NR4A1;NR4A2;RUNX3;TBX21,16,exp03-coregnet,0.51806,0.67917,0.50694,7.71907,36.24085,5.75429,0.57848,1.89554,0.50205,0.125,0.08,0.05128
22,b9b72aa41857,MAT2A,BACH1;CREB5;ELF1;FLI1;HHEX;HTATIP2;KLF13;MEF2A;NR3C1;NR4A1;NR4A2;SKI;SRF;VEZF1;ZBTB18;ZNF217,16,exp03-coregnet,0.47639,0.48333,0.48611,5.22288,6.27723,4.45331,0.59334,1.78116,0.53907,0.0,0.0,0.0
23,85083c2e4cec,MCL1,ATF3;BACH1;BHLHE40;CEBPD;CREB5;ELF1;EP300;FLI1;HHEX;JDP2;KLF13;KLF7;LRRFIP1;MEF2A;NR4A1;STAT5B;VEZF1;ZBTB18;ZBTB7B;ZNF217,20,exp03-coregnet,0.50175,0.52456,0.49649,8.93884,10.15954,5.23021,0.63699,1.87493,0.58465,0.0,0.0,0.0
24,b9932a27d4c6,NDRG1,ATF3;BHLHE40;DDIT3;FOS;FOSL2;HHEX;HIF1A;JUN;MAFF;MXD1;NFIL3;NR4A1;RLF;RUNX3,14,exp03-coregnet,0.61355,0.70513,0.58242,16.47435,33.06859,9.51465,0.60319,1.94777,0.52812,0.07143,0.05,0.0303
25,c8805cb52a72,NFKBIA,ATF3;ATF6;BACH1;BCL6;CEBPD;CREB5;EOMES;HHEX;JDP2;JUN;KLF13;KLF7;MEF2A;NR4A2;STAT5B;ZBTB18;ZBTB7B;ZNF217,18,exp03-coregnet,0.49237,0.55882,0.48802,6.8301,17.62884,4.42077,0.63737,1.96143,0.57349,0.05556,0.02941,0.01961
26,e4314be7a0aa,NOTCH1,ARID3A;ATF3;ATF6;BACH1;BCL6;BCLAF1;CEBPD;CIC;CREB5;CTNNB1;ELF1;ELF4;EP300;FLI1;HBP1;HHEX;HTATIP2;IRF2;JUN;KDM2A;KLF13;KLF6;KMT2B;LRRFIP1;MEF2A;MEF2D;MLX;MNT;NCOA1;NCOA3;NFYC;PBX2;RCOR1;SKI;SP1;SP100;STAT3;STAT5B;STAT6;VEZF1;ZBTB18;ZBTB7B;ZNF217;ZNF746;ZXDC,45,exp03-coregnet,0.52626,0.51751,0.52677,10.64333,13.16012,8.10804,0.55256,1.64617,0.49374,0.06667,0.05085,0.0297
27,fec80dd8b6de,OGA,BACH1;BCLAF1;BHLHE40;CBFB;CTCF;CTNNB1;DDIT3;ELF1;EOMES;ETS1;FOS;FOSL2;HIF1A;HMGB1;ID2;JUN;KDM2A;KDM5A;KLF10;KLF3;KLF6;MAFF;MBD1;MXD1;NCOA3;NFYA;NONO;NR3C1;NR4A1;NR4A2;PRDM1;RCOR1;RLF;RUNX3;STAT4;TBX21,36,exp03-coregnet,0.52897,0.59312,0.5246,12.09501,22.63444,8.41333,0.54102,1.72625,0.46654,0.02778,0.03846,0.01639
28,fbd0ca5b02fe,PCNA,APEX1;ATF3;BCLAF1;CBFB;CTCF;EOMES;ETS1;HDAC1;HHEX;HMGA1;HMGB1;ID2;IKZF1;ING4;IRF5;IRF7;IRF9;JUN;MAZ;NONO;NR4A1;NR4A2;POU2F2;PRDM1;RUNX3;SFPQ;SND1;SREBF2;SSRP1;STAT1;STAT2;STAT4;TBX21;TCF7;TRIM21;TRIM28;UBTF;XBP1;ZBTB4;ZNF266,40,exp03-coregnet,0.51624,0.59359,0.51848,11.19172,25.23506,10.77046,0.53006,1.7212,0.43964,0.15,0.12766,0.07407
29,dfed1cea1312,PDLIM7,ARID3A;ARID3B;ARID5A;ATF3;ATF6B;BATF;CEBPA;CEBPD;CIC;CREB5;ETV6;HHEX;HLX;HTATIP2;IRF7;JDP2;KMT2B;MEF2B;MLX;MLXIP;MNT;NFYC;NR4A1;NR4A2;PBX2;RARA;RXRB;SIRT6;SP1;SPI1;STAT5B;STAT6;TFEB;TRIM21;USF1;ZBTB7B;ZGPAT;ZXDC,38,exp03-coregnet,0.4936,0.50379,0.49336,6.77868,11.21313,4.55454,0.5732,1.72286,0.51129,0.10526,0.10526,0.05556
