plot_tool,index,target,sources,method,value
CoRegNet,goa_resnik_similarity,CLU,BHLHE40;CEBPD;EGR1;FOS;JUN;JUNB;JUND;NR4A1,exp02-coregnet,2.30677
CoRegNet,goa_resnik_similarity,CRYAB,ATF4;FOS;HSPA5;JUN;JUNB;JUND,exp02-coregnet,2.23047
CoRegNet,goa_resnik_similarity,CXCR4,ANXA1;FOS;FOSL2;GTPBP1;HSPA5;JUND;KLF6;LTF;MXD1;NFE2;NFIL3;RPS4X,exp02-coregnet,1.29537
CoRegNet,goa_resnik_similarity,DUSP1,FOS;JUN;JUNB,exp02-coregnet,2.68017
CoRegNet,goa_resnik_similarity,FASN,AGAP2;BHLHE40;CBX7;GOT1;HSPA5;MAPK1;NCALD;NFE2L1;PKM;PRNP;RAN;SNRNP70;SSBP3;TCEAL2;TCEAL6;TPI1;TPPP;UGP2;YWHAZ;ZBTB18;ZMAT2,exp02-coregnet,0.95491
CoRegNet,goa_resnik_similarity,FN1,BHLHE40;CEBPD;EGR1;FOS;JUNB;NR4A1,exp02-coregnet,2.13834
CoRegNet,goa_resnik_similarity,GADD45B,FOS;JUN;JUNB,exp02-coregnet,2.68017
CoRegNet,goa_resnik_similarity,GSTP1,ARG1;FOS;FOSL2;GTPBP1;HSPA5;JUNB;JUND;KLF2;LTF;PKM;RPL35;RPL6;RPS4X;SF1;SNRNP70,exp02-coregnet,1.29555
CoRegNet,goa_resnik_similarity,HBA2,ANXA1;ARG1;BCL6;CEBPD;HCLS1;HMGB2;NFE2;RAB7A;SEMA4A;SMAP2;SPI1;STAT5B;TAGLN2;ZBTB7B,exp02-coregnet,1.31642
CoRegNet,goa_resnik_similarity,HBB,BHLHE40;EGR1;FOS;JUN;NR4A1,exp02-coregnet,2.24226
CoRegNet,goa_resnik_similarity,HLA-DRB1,BHLHE40;ELF3;FOS;ID1;JUNB;NR4A1,exp02-coregnet,1.83174
CoRegNet,goa_resnik_similarity,HLA-E,ATF4;FOS;HSPA5;JUN;JUNB;JUND;SNRNP70,exp02-coregnet,2.02776
CoRegNet,goa_resnik_similarity,HMOX1,CEBPD;GADD45A;MYF6,exp02-coregnet,1.5357
CoRegNet,goa_resnik_similarity,HSP90AA1,BHLHE40;DDIT3;EGR1;FOS;HSPA5;JUN;NR4A1,exp02-coregnet,2.00104
CoRegNet,goa_resnik_similarity,HSPA1A,BHLHE40;EGR1;FOS;JUN;NR4A1,exp02-coregnet,2.24226
CoRegNet,goa_resnik_similarity,ID3,BHLHE40;EGR1;FOS;ID1;ID2;JUN;JUNB;JUND;NR4A1,exp02-coregnet,2.08154
CoRegNet,goa_resnik_similarity,MAT2A,BHLHE40;EGR1;ENO1;FOS;JUNB;NR4A1,exp02-coregnet,1.97648
CoRegNet,goa_resnik_similarity,MCL1,BHLHE40;CEBPD;EGR1;FOS;ID2;JUN;JUNB;JUND;NR4A1,exp02-coregnet,2.19925
CoRegNet,goa_resnik_similarity,NDRG1,ATF4;EZR;FOS;HADHB;HSPA5;JUN;JUNB;JUND;SNRNP70;TPPP,exp02-coregnet,1.45311
CoRegNet,goa_resnik_similarity,NFKBIA,BCL6;CEBPB;CEBPD;GADD45A;JUNB;KLF9;MYF6,exp02-coregnet,1.87204
