plot_tool,index,target,sources,method,value
CoRegTor,shared_PPI_partners_score_hippie,APP,GOT1;TPPP;YWHAZ;MAPK1;NFE2L1,exp02_cortex-ba9-coregtor-n_five,8.83488
CoRegTor,shared_PPI_partners_score_hippie,DUSP1,HNRNPA1;ENO1,exp02_cortex-ba9-coregtor-n_five,108.83163
CoRegTor,shared_PPI_partners_score_hippie,FASN,SREBF2;AGAP2,exp02_cortex-ba9-coregtor-n_five,0.0
CoRegTor,shared_PPI_partners_score_hippie,HSP90AA1,UBB;NUCB1;HSPA5;ATF4;RAN,exp02_cortex-ba9-coregtor-n_five,16.41289
CoRegTor,shared_PPI_partners_score_hippie,MAT2A,RAB7A;EWSR1;CSNK2B;ENO1;TPPP,exp02_cortex-ba9-coregtor-n_five,17.41678
CoRegTor,shared_PPI_partners_score_hippie,NDRG1,OLIG1;FEZ1;HNRNPA1;TSC22D4;RPS4X,exp02_cortex-ba9-coregtor-n_five,15.67727
CoRegTor,shared_PPI_partners_score_hippie,SPARC,HNRNPA1;SNRNP70;TSC22D4;UBXN1;FEZ1;CSNK2B;HSPA5;EWSR1,exp02_cortex-ba9-coregtor-n_five,32.78417
CoRegTor,shared_PPI_partners_score_hippie,STMN1,GOT1;YWHAZ;TCEAL2;NCALD;SOD1;PRDX5;TCEAL6,exp02_cortex-ba9-coregtor-n_five,6.26741
CoRegTor,shared_PPI_partners_score_hippie,VIM,ATF4;CSNK2B;EWSR1;ENO1;RAB7A,exp02_cortex-ba9-coregtor-n_five,17.72346
CoRegNet,shared_PPI_partners_score_hippie,ACTB,AGAP2;BHLHE40;CBX7;GOT1;HSPA5;MAPK1;NCALD;NFE2L1;PKM;PRNP;RAN;SNRNP70;SSBP3;TCEAL2;TCEAL6;TPI1;TPPP;UGP2;YWHAZ;ZBTB18;ZMAT2,exp02-coregnet,8.43907
CoRegNet,shared_PPI_partners_score_hippie,APP,AGAP2;BHLHE40;CBX7;GOT1;HSPA5;MAPK1;NCALD;NFE2L1;PKM;PRNP;RAN;SSBP3;TCEAL2;TCEAL6;TPI1;TPPP;UGP2;YWHAZ;ZBTB18;ZMAT2,exp02-coregnet,7.62835
CoRegNet,shared_PPI_partners_score_hippie,DUSP1,GOT1;NCALD,exp02-coregnet,0.25515
CoRegNet,shared_PPI_partners_score_hippie,FASN,AGAP2;BHLHE40;CBX7;GOT1;HSPA5;MAPK1;NCALD;NFE2L1;PKM;PRNP;RAN;SNRNP70;SSBP3;TCEAL2;TCEAL6;TPI1;TPPP;UGP2;YWHAZ;ZBTB18;ZMAT2,exp02-coregnet,8.43907
CoRegNet,shared_PPI_partners_score_hippie,HSP90AA1,AGAP2;BHLHE40;CBX7;GOT1;HSPA5;MAPK1;NCALD;NFE2L1;PKM;PRNP;RAN;SNRNP70;SSBP3;TCEAL2;TCEAL6;TPI1;TPPP;UGP2;YWHAZ;ZBTB18;ZMAT2,exp02-coregnet,8.43907
CoRegNet,shared_PPI_partners_score_hippie,MAT2A,BHLHE40;CBX7;GOT1;HSPA5;MAPK1;NCALD;NFE2L1;PKM;PRNP;RAN;SNRNP70;SSBP3;TCEAL2;TCEAL6;TPI1;TPPP;UGP2;YWHAZ;ZBTB18;ZMAT2,exp02-coregnet,9.22614
CoRegNet,shared_PPI_partners_score_hippie,NDRG1,NCALD;OLIG1;TSC22D4,exp02-coregnet,0.25472
CoRegNet,shared_PPI_partners_score_hippie,SPARC,GOT1;NCALD;OLIG1;TSC22D4,exp02-coregnet,0.5438
