cluster_uid,target,sources,n_sources,n_percent,silhouette_score,method,shortest_PPI_path_score_hippie,shortest_PPI_path_score_stringdb,shortest_PPI_path_score_biogrid,shared_PPI_partners_score_hippie,shared_PPI_partners_score_stringdb,shared_PPI_partners_score_biogrid,goa_similarity_lin,goa_similarity_resnik,goa_similarity_jc,grn_collectri_precision,grn_collectri_recall,grn_collectri_f1,grn_collectri_jaccard
0d499b877c4c,SNX19,ZNF169;MLX,2,2.9851,0.1232,exp04_lung_reads-coregtor-default,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.69218,1.65045,0.65917,,,,
d93ebd7ed2c9,SNX19,ZSCAN5A;ZNF646,2,2.9851,0.0715,exp04_lung_reads-coregtor-default,0.33333,0.33333,0.5,0.0,0.0,1.07786,0.99281,2.23614,0.97148,,,,
d4ab0e71f06e,SNX2,ARID5A;PML;PCK2;AGGF1;GPAM;TEAD3;PTPMT1;RELA;HES4;HSF1;MTHFD1;MIOS;CRTC2;TRIP10;GTPBP1;ZBTB17,16,80.0,0.3057,exp04_lung_reads-coregtor-default,0.47361,0.42917,0.49028,3.65988,2.46813,4.64667,0.31996,1.03013,0.28569,,,,
a1567a682dd2,SNX20,TRIM21;SPI1;SNAI3;IRF5;POU2F2;AGAP2;ZNF101;RFX5;IKZF1,9,90.0,0.3372,exp04_lung_reads-coregtor-default,0.44444,0.50926,0.46759,1.5693,10.69649,2.0223,0.53744,1.53455,0.48667,,,,
2193dcbe8fb7,SNX21,DMAP1;ZNF517;ZFP2;GLI4;MTA3;ZNF491;DEAF1;HOXA3;HIRIP3;HOXA2;HOXB7,11,37.931,0.1796,exp04_lung_reads-coregtor-default,0.4,0.40152,0.4,2.25742,6.9086,1.30809,0.59693,1.4647,0.58292,,,,
bba12b8d5de8,SNX22,OVOL2;MYRF;HNF1B;IRX2;MXD4;ATOH8;TPPP;KLF13;ZEB2;ESRP2,10,58.8235,0.2635,exp04_lung_reads-coregtor-default,0.38519,0.42963,0.42037,1.38361,1.59525,1.33418,0.46795,1.46223,0.41177,,,,
5823ad4ec752,SNX24,IRX2;ESRP1;NNT;MLX;ZNF552;HTATIP2,6,33.3333,0.1085,exp04_lung_reads-coregtor-default,0.4,0.34444,0.42222,0.71981,0.10413,0.62251,0.36747,0.9218,0.3587,,,,
922960e8f952,SNX25,TFCP2L1;ZBTB42;FOXA2;ESRP1;HNF1B,5,100.0,0.0,exp04_lung_reads-coregtor-default,0.38333,0.5,0.38333,0.65838,10.06757,1.04085,0.5232,1.44831,0.47388,,,,
228c9ca3e609,SNX27,ZNF780A;GIT2;ZNF616;ZNF397;ZKSCAN3;ZNF438;STAT6;SP1;ZNF623;RXRA;CTBP1,11,52.381,0.2685,exp04_lung_reads-coregtor-default,0.47273,0.4303,0.47576,3.50517,4.5002,2.90287,0.58103,1.52264,0.55097,,,,
dc341ff7e81f,SNX29,RELA;GTF2I;HSF1;TEAD4;ZBTB22;TFE3;ZNF143;HLCS;BATF3;NFKB2;ZNF664;ZNF334;IVD;ETV1;KLF13;BPTF,16,35.5556,0.1206,exp04_lung_reads-coregtor-default,0.44861,0.44306,0.47361,4.60264,4.76543,3.87752,0.52876,1.44466,0.50801,,,,
4d4f0c99e5f0,SNX29,ZBTB17;HLF,2,4.4444,0.0822,exp04_lung_reads-coregtor-default,0.5,0.33333,0.33333,1.25186,0.0,0.0,0.68439,1.87124,0.62974,,,,
098613cab445,SNX3,SPR;PKNOX1;GTF2A2;STAT6;ZNF630;UGP2;SOD1;ZNF449;ILF3;SATB2;PRKAA1;CANX;RPL6;POLE4,14,63.6364,0.3113,exp04_lung_reads-coregtor-default,0.39744,0.43773,0.42491,6.64533,2.84598,7.44589,0.33808,0.95388,0.32584,,,,
5af5b9e86813,SNX3,ZNF701;SIN3A,2,9.0909,0.2524,exp04_lung_reads-coregtor-default,0.5,0.5,0.5,2.71416,0.53433,2.13648,0.33156,0.90184,0.3093,,,,
f1de5618b285,SNX3,JRKL;NMI,2,9.0909,0.1364,exp04_lung_reads-coregtor-default,0.33333,0.33333,0.5,0.0,0.0,1.22264,0.13879,0.21072,0.23174,,,,
c1221d8f741f,SNX3,TBPL1;THAP1;CHD2,3,13.6364,0.1184,exp04_lung_reads-coregtor-default,0.66667,0.44444,0.66667,9.69415,1.18769,3.56703,0.41994,1.09361,0.41209,,,,
8f4a8859d4be,SNX30,IRX6;CEBPA;TFCP2L1;ZBTB42;FOXA2;ELF5,6,85.7143,0.4758,exp04_lung_reads-coregtor-default,0.41111,0.48889,0.42222,0.5818,11.0401,1.77767,0.66596,1.86318,0.6028,,,,
90256d9d68b0,SNX33,HOXB4;HOXB3;SMARCC2;SMAD3,4,33.3333,0.1285,exp04_lung_reads-coregtor-default,0.58333,0.66667,0.58333,7.0477,37.96172,7.7949,0.50178,1.77561,0.41657,,,,
4a344f21e129,SNX4,VPS4B;TSNAX;RAB2A;SNRPB2;TSN;CCDC25;GTF2H3,7,100.0,0.0,exp04_lung_reads-coregtor-default,0.50794,0.43651,0.52381,2.47272,3.82353,5.9183,0.32981,0.84696,0.32912,,,,
bbe8fa8a739d,SNX5,MAFK;PML;GPAM;AGGF1;BCL3;RARA;MIOS;GATAD2A;ZNF561;ARID5A;IVD;TFE3;ERF;SPR;ZZZ3;CREBL2;YEATS4;ZBTB24,18,64.2857,0.1934,exp04_lung_reads-coregtor-default,0.46405,0.41449,0.4793,4.75685,3.58593,2.92679,0.36414,1.02258,0.34966,,,,
880cea02e301,SNX5,ZBTB17;NFKB2,2,7.1429,0.0933,exp04_lung_reads-coregtor-default,0.5,0.5,0.5,6.32152,4.34273,5.0907,0.5795,1.67743,0.54591,,,,
48f0930f33a9,SNX6,AGGF1;THAP1;TFCP2;ZNF28;NMI;ZNF561;MRPL1;TIGD2;MTERF1;VPS4B;TSNAX;ZBTB14;TERF1;GTF2H3;GPAM;ZFP64;CTCF;ASH2L,18,78.2609,0.4108,exp04_lung_reads-coregtor-default,0.44553,0.40523,0.47059,5.35643,2.26448,3.45522,0.39411,1.00267,0.37952,,,,
a7bd928922de,SNX6,RBBP5;ZNF501,2,8.6957,0.0925,exp04_lung_reads-coregtor-default,0.33333,0.5,0.33333,0.0,18.518,0.0,0.47082,1.04082,0.47098,,,,
74275ed4d410,SNX7,ZFP64;AGGF1;ZNF391;ZNF561;PPARD;ETS2;CPTP;CREBL2;ARID5A;BCL3;ZNF425;CTCF;ZBTB14;RFXANK;ZNF664;CCDC25;ASCC1,17,54.8387,0.2632,exp04_lung_reads-coregtor-default,0.41299,0.38419,0.41483,2.05632,1.48736,1.5665,0.47951,1.26323,0.44127,,,,
52843524eaf3,SNX7,SUCLG1;CDC5L,2,6.4516,0.1375,exp04_lung_reads-coregtor-default,0.5,0.5,0.5,2.74462,0.01725,7.79327,0.28463,0.97876,0.23495,,,,
4cc28684b307,SNX8,TRIP10;ZBTB42;GTPBP1;ZBTB10;PCK2;AKR1A1,6,66.6667,0.4319,exp04_lung_reads-coregtor-default,0.43333,0.37778,0.47778,1.41373,0.46545,3.48449,0.29944,0.76754,0.29401,,,,
1db7d2b07b78,SNX9,ESRP2;ZBTB42;IRX5,3,100.0,0.0,exp04_lung_reads-coregtor-default,0.33333,0.33333,0.38889,0.0,0.0,0.21176,0.46725,1.13587,0.43055,,,,
2b9b3c6c847c,SOAT1,TBX2;HOXA4;NPDC1;TMEM33;TFCP2L1;POU6F1;ZNF135;VDR;ZNF415;EBF4,10,66.6667,0.347,exp04_lung_reads-coregtor-default,0.38519,0.26852,0.37778,0.33051,0.27138,0.40276,0.47545,1.25063,0.47811,,,,
5670a73af908,SOBP,NFIA;SIX5;EBF1;ZNF423;GLIS1;ZNF385D;ZSCAN18;SRRM3;NFATC4;ZNF853;EBF3;PRDM6,12,26.087,0.1341,exp04_lung_reads-coregtor-default,0.34217,0.40404,0.45328,0.69709,1.35075,1.60835,0.61177,1.49813,0.5936,,,,
b7a8cf660e58,SOCS2,ETS2;GPAM;ZNF490;BCL3;TIGD2;ZFP64;HIVEP2;ZNF524;ZNF213;PPARD;ARID5A;AGGF1;ZNF696;ZNF835;ZBTB45;HOMEZ;MLX;ZNF425,18,72.0,0.2193,exp04_lung_reads-coregtor-default,0.42048,0.36057,0.41721,2.54825,1.02902,1.78273,0.56204,1.34415,0.54265,,,,
ac21777c12a9,SOCS2,ZBTB14;HIRIP3,2,8.0,0.1227,exp04_lung_reads-coregtor-default,0.5,0.5,0.5,18.19901,1.20695,2.24411,0.4074,0.66472,0.48241,,,,
1ae53f69e311,SOCS3,TRIB1;BCL3;FOSL2;MYC;JUNB;HIF1A,6,85.7143,0.2976,exp04_lung_reads-coregtor-default,0.66667,0.9,0.7,19.11958,39.87751,14.5856,0.50642,1.85612,0.39516,,,,
8c8f0b526bd5,SOCS5,ATF2;ZNF286A;ZNF146;EIF5A2;ZHX1;AEBP2;ZNF260;PROX1,8,57.1429,0.2689,exp04_lung_reads-coregtor-default,0.43452,0.36607,0.44643,1.87626,2.5159,2.08901,0.51535,1.26078,0.49947,,,,
5e043474771c,SOCS6,CDC5L;ZFP82;ZNF112;ZNF561;ZBTB6;ZNF14;MTERF1;THAP1;ZNF180;ZNF28;ZNF527;ZNF2;REST;ZNF41;ZNF623;AGGF1;VPS4B;RIOK2;ZNF468;ZSCAN29;TIGD2;ZSCAN32;ZNF845;ZNF619;ZNF181;ZNF786,26,96.2963,0.3132,exp04_lung_reads-coregtor-default,0.4159,0.38462,0.42769,2.96577,0.76714,1.64645,0.6383,1.47205,0.62857,,,,
9828289ec137,SOCS7,IRX2;ZNF319;RXRA;ZNF740;EP300;IRX5;ESRP2;NFATC3;ZNF398;PATZ1;ZSWIM1;ZNF778;ARID5A;KLF13;TIGD5;ZBTB40;FOXA2;GADD45A;ZBTB39;KDM4A;ZNF69;PAXIP1;ZSCAN29;IRX3,24,88.8889,0.319,exp04_lung_reads-coregtor-default,0.43508,0.42542,0.43357,5.64965,3.72613,2.21308,0.50735,1.34134,0.47638,,,,
5eccdf5fc92a,SOD2,HIF1A;RELB,2,100.0,0.0,exp04_lung_reads-coregtor-default,0.5,1.0,0.5,18.11678,145.09512,12.9605,0.60906,2.17377,0.44828,,,,
09f68247d594,SOD3,RAB14;TMEM33;UBE2K;HES4;TSN;HOXB2;HMG20B;ZNF358;UBXN1;PSMD12;TFAM;MIOS;POLE3;UQCRB,14,43.75,0.1967,exp04_lung_reads-coregtor-default,0.45604,0.40842,0.45971,3.74019,3.12164,5.05763,0.31227,0.84969,0.30336,,,,
d3054a7bdb08,SON,GTF2I;CEBPZ;PAXIP1;SMC3;EP300;CHAMP1;ZNF778;SMARCA5;RPL35;THOC2,10,66.6667,0.4151,exp04_lung_reads-coregtor-default,0.55926,0.54074,0.56667,34.73773,17.88607,34.53693,0.34734,1.04372,0.32127,,,,
2b68d519268c,SORBS1,AKR1A1;PHF20;MSRB3;FOXO3;TEAD3;PDLIM5;FOXC2;AFF4;PHF2;FOXL1;LRRFIP1;MAFK,12,70.5882,0.4202,exp04_lung_reads-coregtor-default,0.46717,0.41667,0.48232,4.47967,1.67769,3.25913,0.37667,1.05146,0.36499,,,,
0dd5f0e2239a,SORBS2,ZFHX3;FOXC1;NFIA,3,100.0,0.0,exp04_lung_reads-coregtor-default,0.66667,0.5,0.83333,43.14402,7.55134,43.3908,0.63884,2.15372,0.53129,,,,
1df849abca35,SORBS3,ZNF358;ZNF577;ZNF775,3,100.0,0.0,exp04_lung_reads-coregtor-default,0.38889,0.38889,0.38889,1.27182,0.77095,1.1902,0.81243,1.8916,0.80801,,,,
4d8e0e301936,SORL1,NFE2;MXD1;ARG1;NFE4,4,80.0,0.6654,exp04_lung_reads-coregtor-default,0.19444,0.55556,0.22222,0.86835,2.3157,0.9822,0.466,1.20024,0.44427,,,,
9f3f348e295c,SORT1,ZHX3;KLF15;ZBTB16;KLF13;TFCP2L1,5,83.3333,0.6193,exp04_lung_reads-coregtor-default,0.45,0.43333,0.45,1.37824,2.59777,1.7487,0.66585,1.99102,0.61831,,,,
2982b416f843,SOS1,PURA;STAU2;ZNF808;ATF7;KLF12;ZFP14;ZNF91;HP1BP3;ZFP90;ZNF568,10,76.9231,0.4086,exp04_lung_reads-coregtor-default,0.44074,0.36481,0.45926,8.57074,1.00627,8.33554,0.60615,1.58111,0.58722,,,,
25bc4ac8c093,SOS2,BDP1;ZNF148;LCOR;ZNF699;SMAD4;SP4;ZNF644;ZHX1,8,50.0,0.2321,exp04_lung_reads-coregtor-default,0.48214,0.39881,0.48214,8.97169,1.42789,7.33681,0.5844,1.51872,0.5455,,,,
b9d91fc482aa,SOS2,BPTF;RB1,2,12.5,0.0148,exp04_lung_reads-coregtor-default,0.5,0.5,0.5,31.52028,32.94117,27.72825,0.51392,1.69626,0.42553,,,,
231faef063a4,SOSTDC1,GATA2;NCOA3;EPAS1;SMAD4;RUNX1;AHRR;BHLHE22;LHX9;DACH1;VEZF1;RAB14,11,29.7297,0.1248,exp04_lung_reads-coregtor-default,0.42121,0.53636,0.49697,7.0203,18.59345,5.5381,0.4996,1.59555,0.42649,,,,
99dd67d46e8c,SOWAHC,CDC5L;THAP1;ATF1;PRDM4;ZNF583;MYNN;NFATC3;GMEB1;TERF1,9,47.3684,0.2756,exp04_lung_reads-coregtor-default,0.45833,0.38426,0.46296,3.63086,0.60266,1.97042,0.60034,1.70543,0.55072,,,,
af73b4d3b81d,SP140L,ZNF227;SP110;MBD1;ZNF506;ZNF76;STAT2;IRF9;ZKSCAN1;ZNF814;ZNF875;METTL3,11,64.7059,0.2763,exp04_lung_reads-coregtor-default,0.41818,0.41515,0.43636,1.86181,8.47718,1.43658,0.62875,1.57968,0.59826,,,,
ee5c1983bd61,SPACA9,FANK1;TP73,2,100.0,0.0,exp04_lung_reads-coregtor-default,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.48374,1.21328,0.45679,,,,
364b5ed6847b,SPAG1,FOXJ1;ZNF440;IRF6;SOX2;TP73;FANK1;HNF4G;FOXA1,8,80.0,0.4171,exp04_lung_reads-coregtor-default,0.44048,0.49405,0.44643,2.01485,8.18319,3.37978,0.57583,1.63486,0.53582,,,,
c2f0159977c0,SPAG5,MELK;FOXM1;MYBL2,3,100.0,0.0,exp04_lung_reads-coregtor-default,0.66667,1.0,0.66667,7.39925,203.22437,8.96127,0.31982,0.88456,0.33458,,,,
63938983798b,SPAG9,SIRT6;SMUG1;AFF4;GTF2F1;ZNF576;FAAP24;RFXANK;ZNF777,8,53.3333,0.2274,exp04_lung_reads-coregtor-default,0.45833,0.41964,0.45833,4.89384,4.96446,3.59012,0.41341,1.08223,0.39253,,,,
77ce5fce6ebf,SPAG9,CSTF2;ECSIT,2,13.3333,0.1494,exp04_lung_reads-coregtor-default,0.5,0.33333,0.5,0.95511,0.0,1.75379,0.31009,0.73019,0.34023,,,,
3014cee4422f,SPARC,ESRP2;GRHL2;MSRB3;MEIS3;TCF4;IRX3;FOXS1;EHF;RBFOX2,9,75.0,0.2705,exp04_lung_reads-coregtor-default,0.44444,0.4375,0.44907,0.99487,2.98125,1.18047,0.4979,1.43991,0.44581,,,,
a577d2241dd2,SPARCL1,ZHX3;FOXO1;HIF3A;FOXO3;KLF16;ZBTB16;PBX1;MXI1,8,53.3333,0.3569,exp04_lung_reads-coregtor-default,0.47024,0.55952,0.46429,4.56099,8.69913,3.86069,0.6232,1.91073,0.55875,,,,
d90e80e1b950,SPART,ZHX1;ATF1;DNAJC21;PDS5A,4,44.4444,0.2094,exp04_lung_reads-coregtor-default,0.5,0.38889,0.5,6.43687,0.52778,4.85869,0.43274,0.96412,0.43845,,,,
a81e1cf93363,SPAST,VPS4B;ZBTB14;TFCP2;ZNF561;AGGF1;THAP1,6,85.7143,0.4577,exp04_lung_reads-coregtor-default,0.47778,0.36667,0.47778,5.83704,0.19838,4.2348,0.43597,1.11571,0.42969,,,,
8758e3310cdb,SPATA18,FANK1;SOX2;FOXJ1;TP73,4,100.0,0.0,exp04_lung_reads-coregtor-default,0.52778,0.63889,0.52778,2.23038,6.20106,2.95523,0.47595,1.49195,0.43507,,,,
b7d06e906b1e,SPATA2,FIZ1;ZNF574;ZNF646;ZNF319;ZSCAN22;ZNF408;ZSCAN20;ZNF696;ZNF768;PTCD1;ZNF212;ZNF777;ZNF576;ZNF778;ZSCAN21;ZNF2;ZNF213;ZSCAN32,18,64.2857,0.2194,exp04_lung_reads-coregtor-default,0.4793,0.43682,0.48475,7.1547,2.46064,6.35029,0.77278,1.68872,0.74881,,,,
8031c4cbbbfb,SPATA20,SRRM3;DMAP1,2,4.5455,0.141,exp04_lung_reads-coregtor-default,0.33333,0.5,0.33333,0.0,2.14999,0.0,0.22373,0.90694,0.2054,,,,
65a79a5cec7c,SPATA20,GLI4;BRF1;PPP2R3B;ATF6;ZNF18;STAT2;ZNF789;HMG20B;ZNF300;BAD;CD59;ZNF521,12,27.2727,0.1349,exp04_lung_reads-coregtor-default,0.39899,0.38889,0.40404,0.7238,1.01282,0.96102,0.46479,1.08044,0.45953,,,,
f4fe7e740edd,SPATA2L,JDP2;ZFP14;TCF12;TBL1XR1;ZNF628;ZFP30;STK40;ZNF253;SRF;SMAD1;NR2F2;SP3;ZNF521,13,68.4211,0.1632,exp04_lung_reads-coregtor-default,0.43376,0.4359,0.46368,1.96957,3.55291,2.58977,0.57682,1.52045,0.54527,,,,
c12971686c40,SPATA2L,ZNF787;RARA,2,10.5263,0.1629,exp04_lung_reads-coregtor-default,0.5,0.33333,0.5,3.3399,0.0,3.31822,0.36828,1.0718,0.34734,,,,
81a4ff38bd45,SPATA2L,ZNF550;SMAD5,2,10.5263,0.037,exp04_lung_reads-coregtor-default,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.49778,1.29748,0.49329,,,,
2cb0c6dcea90,SPATA6,ZNF214;ZNF709;MTA3;ZNF19;ZNF487;ZNF599;ZNF606;MXI1;CARF;FOXP2;ZFP90;ZFP2;BPTF;ZNF846;NFIA;TFDP2;ZNF471;NXPH3;NCOA2;ZNF704;RARB,21,80.7692,0.2513,exp04_lung_reads-coregtor-default,0.38294,0.3996,0.4,2.22284,1.75103,2.23054,0.66237,1.6174,0.63886,,,,
85081c0b94bb,SPATS2L,ZHX1;TCF12;ZNF420;ZFP1;TERF1;ZNF610;ZNF713;ZNF527;ZNF415;ATF1;ZBTB7B;SEMA4A;MSRB3,13,76.4706,0.24,exp04_lung_reads-coregtor-default,0.40385,0.3953,0.41239,1.44304,0.8398,0.97799,0.53276,1.39278,0.51872,,,,
c92a5fcec73d,SPCS1,APEX1;PSMC2;POLE3;GTF2H3;GOT1;SNRPB2,6,54.5455,0.2376,exp04_lung_reads-coregtor-default,0.48889,0.5,0.5,5.02755,10.2362,7.76576,0.3722,1.41451,0.27425,,,,
7fbcb0745a9f,SPCS2,CANX;NME1;NCBP2;GAR1;P4HB;SNRPB2;HDAC2;RAN;PSMC2,9,75.0,0.3526,exp04_lung_reads-coregtor-default,0.54167,0.56944,0.58333,24.13887,19.55739,33.68116,0.32503,1.17671,0.26072,,,,
2da858e2c103,SPCS3,TMEM33;NCBP2;CANX;UBE2K,4,66.6667,0.7541,exp04_lung_reads-coregtor-default,0.58333,0.63889,0.66667,13.21016,4.86306,16.12599,0.26312,0.87944,0.24081,,,,
a5583b97f100,SPECC1,SMARCA5;ZSCAN31;NFATC3;IRX2;FOXA2;ESRP2;KDM4A;BRCA1;ZNF774;ESRP1;ASH2L;RAB14;HLTF;ZNF860,14,29.7872,0.1645,exp04_lung_reads-coregtor-default,0.44689,0.44048,0.45788,4.90165,10.77957,4.33829,0.42663,1.15911,0.39579,,,,
43e1fcd95c85,SPECC1,GMEB1;ZNF28,2,4.2553,0.0919,exp04_lung_reads-coregtor-default,0.5,0.33333,0.5,1.78786,0.0,1.79551,0.70715,1.83594,0.64923,,,,
40a0a7302325,SPECC1L,ZNF329;ZNF285;CTCF;ZNF282;ZNF585B;UBTF;ZBTB43;ZNF527;ZFP2;ZNF582;HOXA6;ZSCAN30;ZSCAN26;ZNF559;ZNF879;ZNF510;ZNF544;ZNF420;PRDM11;ZFP41;ZNF470;ZNF30,22,70.9677,0.118,exp04_lung_reads-coregtor-default,0.37266,0.37597,0.39466,1.52278,1.102,1.21863,0.78472,1.85128,0.75849,,,,
1c5b44bbf264,SPEF2,ZFHX2;MYB;ZNF273;FANK1;ZNF487;TIGD4;MORN1,7,87.5,0.3482,exp04_lung_reads-coregtor-default,0.36905,0.3373,0.36111,0.41688,0.08368,0.39471,0.41587,0.90881,0.41225,,,,
f444ba5a7c7c,SPEG,HEY2;FOXC2;FOXL1,3,100.0,0.0,exp04_lung_reads-coregtor-default,0.5,0.83333,0.5,5.22181,12.5984,5.28908,0.65923,2.46782,0.51577,,,,
d6c350cd76c1,SPEN,MECP2;AKR1A1;KMT2A,3,100.0,0.0,exp04_lung_reads-coregtor-default,0.5,0.61111,0.5,19.24062,18.14372,19.54541,0.28832,0.98501,0.253,,,,
7900b4590f24,SPG11,SETDB1;KDM4C;CARF;ZNF236;NNT;ZNF573;ZNF397;ZKSCAN3;NUP133,9,52.9412,0.1113,exp04_lung_reads-coregtor-default,0.43981,0.40741,0.44907,3.02347,2.69368,2.92317,0.39939,1.05014,0.39564,,,,
ec7f6f50a15e,SPG21,AKR1A1;PSMC2;SNRPB2,3,30.0,0.2123,exp04_lung_reads-coregtor-default,0.5,0.44444,0.5,4.93073,0.19493,13.4346,0.24729,0.84363,0.2234,,,,
53aaab5e9d1b,SPG21,SUCLG1;PTPMT1,2,20.0,0.1386,exp04_lung_reads-coregtor-default,0.5,0.5,0.5,9.56602,2.90881,11.57002,0.3574,1.31168,0.26047,,,,
8a6411629a0e,SPHK1,RELB;GATAD2A;PPARD,3,75.0,0.5753,exp04_lung_reads-coregtor-default,0.5,0.5,0.5,3.54087,12.58992,2.57322,0.47695,1.5323,0.41249,,,,
bd27d71692ec,SPHK2,ZNF696;SMUG1;ZBTB45;FIZ1;RFXANK;ZNF213;ASH2L;GPAM;ZNF425;TFCP2;MLX;NFYC,12,92.3077,0.4195,exp04_lung_reads-coregtor-default,0.42929,0.39141,0.43561,3.44687,0.77581,1.5303,0.53101,1.28603,0.51722,,,,
7d37cd19245a,SPICE1,ZNF891;ZNF236;CARF;HLTF;ZNF573;ZNF214;CPEB1;ZNF33B;KDM4C;ZSCAN23;ZNF280D;ZNF138,12,70.5882,0.2626,exp04_lung_reads-coregtor-default,0.32828,0.35732,0.39141,0.75743,0.32009,0.94089,0.64656,1.51313,0.62519,,,,
fb58c418fcde,SPICE1,ZNF334;XRCC1,2,11.7647,0.1075,exp04_lung_reads-coregtor-default,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.29183,0.83043,0.26148,,,,
de0438ca48ff,SPIDR,ZNF485;HP1BP3;JRKL;ZBTB1;SPR;ZNF138;ZNF558;ZNF774;MLX;RBBP5;TAF1A;ECSIT;FOXS1;UGP2;ZNF28;EXOSC3;ZNF576;ZNF561;SATB2;ERG;ZNF341;ELF4;ZNF582;AVEN;TIGD2;EEF1D;THAP1;ZNF830;ZNF429;IRF1;ZNF2;STAT6;POU2F1;HOMEZ;MRPL1;ZNF879;ZNF692;ZNF320;ZNF480;FOXK1;ZNF490;ZNF691;ZNF816;MTERF1;ERF;GATAD2A;RPP25;ZFP82,48,80.0,0.2351,exp04_lung_reads-coregtor-default,0.41201,0.37394,0.42893,3.14632,1.36949,2.51256,0.53413,1.2725,0.52532,,,,
64e2f241e841,SPIDR,SMUG1;CEBPD,2,3.3333,0.115,exp04_lung_reads-coregtor-default,0.33333,0.33333,0.33333,0.0,0.0,0.0,0.4707,1.30336,0.43568,,,,
826ad141e63b,SPIDR,ZNF112;ZSCAN20;ZNF524;GMEB1,4,6.6667,0.1011,exp04_lung_reads-coregtor-default,0.36111,0.33333,0.36111,0.12034,0.0,0.12814,0.77214,1.83994,0.75682,,,,
0c96dd550c9d,SPIN1,ZNF471;ZBTB1;ZHX1;GABPA;ZNF793;ZFP90;ZFP1;ZNF674;ZNF780B;ZNF704;TCF12;HP1BP3;NR3C1;ZNF610;ZNF585A;ZNF846,16,76.1905,0.3001,exp04_lung_reads-coregtor-default,0.38403,0.40861,0.4125,1.04926,1.21693,1.66004,0.70338,1.73098,0.66902,,,,
8b7938414c0e,SPIN1,ZNF891;ZNF250,2,9.5238,0.0624,exp04_lung_reads-coregtor-default,0.0,0.25,0.33333,0.0,0.0,0.0,0.91006,2.16844,0.89829,,,,
102ef890006f,SPIN3,ZSCAN25;ZNF174;ZBTB14;ZNF572;ZNF619;ZNF662;ZNF311;GPAM;SMUG1;ZNF33A;ZNF287;ZNF641;ASH2L;PATZ1;ZNF763;ZXDC;ZSWIM1;ZKSCAN4;ZNF605;ZSCAN12,20,71.4286,0.2397,exp04_lung_reads-coregtor-default,0.39123,0.39123,0.40263,1.71355,1.09583,1.51445,0.67624,1.55865,0.66389,,,,
fe1560c80e06,SPIN4,GABPA;TIA1;ZFP28;ZHX1;ZNF585B;ZBTB1;ZNF737;ZBTB41;HCFC2;ZNF793;REST,11,52.381,0.1114,exp04_lung_reads-coregtor-default,0.40303,0.40606,0.42727,2.08394,1.16386,2.64797,0.57822,1.48507,0.54134,,,,
4d4ea1bb9b9f,SPINDOC,ZNF587B;MAX;IRF7;TFCP2L1;BANP;PKNOX1;TRMO;TBPL1;CNOT3;NFYA;SPR;NUP107;MSX1;ZNF805;ZNF121;UBB,16,66.6667,0.163,exp04_lung_reads-coregtor-default,0.44444,0.41319,0.45556,1.58475,1.53405,1.86035,0.38044,1.01865,0.38695,,,,
3953df49b684,SPINT1,ESRP1;ESRP2,2,100.0,0.0,exp04_lung_reads-coregtor-default,0.5,1.0,0.5,0.68025,124.75531,0.7843,0.9215,2.36582,0.92076,,,,
a3f1962bf0e0,SPINT2,FOXA2;ESRP1;IRF6;HNF1B;GRHL2,5,83.3333,0.622,exp04_lung_reads-coregtor-default,0.43333,0.7,0.41667,1.19277,11.51576,1.57299,0.5312,1.64159,0.46309,,,,
15014938faab,SPIRE1,ZNF135;HNF1B;ZNF586;MEF2B;ZBTB48;MAF;NFX1;SP110;ZNF692;ZNF875;ZNF785;TRIM69;GTF2IRD1;ZNF630;ZNF404;TFCP2L1;RARG;NPDC1,18,69.2308,0.2162,exp04_lung_reads-coregtor-default,0.35621,0.37092,0.35784,1.04548,0.63067,0.91422,0.61216,1.49597,0.60737,,,,
979bc902cb67,SPIRE1,ZNF227;ZNF506,2,7.6923,0.0622,exp04_lung_reads-coregtor-default,0.33333,0.5,0.33333,0.0,2.21168,0.0,0.84632,1.91238,0.83916,,,,
0394abb15a8d,SPN,IRF8;GPD1;SNAI3;RFX5;PPARG;BHLHE41,6,85.7143,0.4709,exp04_lung_reads-coregtor-default,0.44444,0.46667,0.46667,1.06835,6.31222,1.59937,0.42883,1.29935,0.41628,,,,
7919c78dd1a3,SPNS1,USF2;IRF5;SIRT6;AKR1A1;CEBPA;SMUG1;ZDHHC24,7,63.6364,0.2361,exp04_lung_reads-coregtor-default,0.42857,0.46032,0.47619,3.58694,7.37472,5.40465,0.31749,1.05567,0.28273,,,,
94afc8a87e21,SPNS2,BCL3;TEAD2;ETS2;TRIP10;PML;GLIS2;ELF4;RELB;TFE3;GATAD2A,10,100.0,0.0,exp04_lung_reads-coregtor-default,0.52593,0.5037,0.54074,7.00912,7.51065,5.25283,0.50727,1.48573,0.45622,,,,
