cluster_uid,target,sources,n_sources,method
a493c6809ac8,MCL1,ARID5B;BACH1;BCL6;CBFB;CEBPB;CEBPD;ENO1;FOSL2;FOXO1;FOXO3;GTF2IRD1;HTATIP2;KLF15;KLF6;KLF9;MAFF;MAFG;MAFK;MXI1;MYC;MZF1;NFIL3;NR1D1;NR4A3;RORA;RXRG;SSRP1;STAT5A;XBP1;ZBTB16;ZBTB38,31,exp03-coregnet
31fb4eac6a70,MT1A,ARID5B;ATOH8;BCL6;CEBPD;ETS2;FOS;FOSL2;FOXO1;HES6;HTATIP2;MAFF;MEF2C;MYC;NFIL3;NR4A3;SIX2;XBP1,17,exp03-coregnet
d7e7734b8fa9,NFKBIA,ARID5B;ATOH8;BACH1;BCL6;CBFB;CEBPB;CEBPD;FOSL2;FOXO1;FOXO3;GTF2IRD1;KLF15;KLF9;MAFF;MEF2C;MYC;NFIL3;NR4A3;RORA;SSRP1;XBP1;ZBTB16,22,exp03-coregnet
44bc9e1938b0,OGA,ARID5B;BCL6;CBFB;CEBPB;CEBPD;ENO1;ETS2;FOS;FOSL2;FOXO1;FOXO3;GTF2IRD1;HMGB2;HTATIP2;JUN;KLF15;KLF6;MAFF;MAFG;MAFK;MXI1;MYC;MZF1;NFIL3;NR4A3;SSRP1;STAT5A;TFEB;XBP1;ZBTB16;ZBTB38,31,exp03-coregnet
24e070386ab8,PDK4,ARID5B;ATOH8;BCL6;CEBPD;EGR1;FOSL2;FOXO1;FOXO3;HES6;HTATIP2;KLF15;MAFF;MEF2C;MYC;NFIL3;SIX2;XBP1,17,exp03-coregnet
0eebe13e0066,PER1,ARID5B;ATOH8;BACH1;BCL6;CBFB;CEBPB;CEBPD;ETS2;FOS;FOSL2;FOXO1;FOXO3;GTF2IRD1;HTATIP2;KLF15;KLF6;KLF9;MAFF;MAFK;MYC;NCOA3;NFIL3;RORA;SSRP1;STAT5A;TFEB;XBP1;ZBTB16;ZBTB38,29,exp03-coregnet
b572bcd6e8be,PIK3R1,ARID5B;ATOH8;BACH1;BCL6;CBFB;EGR1;FOS;FOSL2;FOXO1;FOXO3;GTF2IRD1;HES6;NR4A3;RORA;SIX2;SSRP1;XBP1;ZBTB16,18,exp03-coregnet
9df6e0b0c5bd,SOD2,ARID5B;ATOH8;BCL6;CBFB;FOSL2;FOXO1;HES1;HES6;HTATIP2;MEF2C;MYC;NFIL3;NR4A1;NR4A3;SIX2;SSRP1;XBP1;ZBTB7B,18,exp03-coregnet
a7ca13fc672c,SPARC,ARID5A;ATF3;BCL3;CEBPD;EGR1;ETS2;FOS;HMGB2;JUN;JUNB;JUND;KLF2;MEF2C;MLXIPL;MYOG;NR4A1;NR4A3;SIX2,18,exp03-coregnet
5e37d538f184,SQSTM1,ARID5B;BACH1;CBFB;CEBPD;DDIT3;FOSL2;FOXO1;FOXO3;GTF2IRD1;HMGA1;HMGB2;HTATIP2;KLF15;KLF6;MAFF;MAFG;MXI1;MYC;MYF6;NFIL3;NR1D1;NR4A3;RORA;SSRP1;STAT5A;TP63;XBP1;ZBTB16;ZBTB38,29,exp03-coregnet
b30976f15022,TAGLN,ARID5A;ATF3;CEBPD;EGR1;ETS2;FOS;HES6;HMGB2;JUNB;KLF2;MAFF;NR4A1;NR4A3,13,exp03-coregnet
3c01f538ee8b,TIMP1,ARID5A;ATF3;BCL3;CEBPD;EGR1;ENO1;ETS2;FOS;HMGB2;JUNB;KLF6;MAFF;MYC;MYOG;XBP1,15,exp03-coregnet
90158c1eab91,TIMP3,ARID5B;ATF3;ATOH8;CBFB;CEBPD;EGR1;ETS2;FOS;FOSL2;FOXO1;FOXO3;HES6;HMGB2;ID1;JUNB;KLF15;KLF2;KLF4;KLF6;KLF9;MAFF;MYC;NFIL3;TP63;XBP1;ZBTB16,26,exp03-coregnet
9b48f08d1345,VEGFA,ARID5B;ATOH8;BHLHE40;EGR1;ETS2;FOS;FOSL2;FOXO1;KLF10;MAFF;MYF6;NFIL3;NR4A1;NR4A3;PPARGC1A,15,exp03-coregnet
785b677247cc,VIM,ARID5A;ATF3;BCL3;CEBPD;EGR1;ETS2;FOS;FOXO1;HES6;HMGB2;JUNB;JUND;KLF2;KLF6;MAFF;MYC;MYF6;MYOG;NR4A1;NR4A3;SIX2;TP63,22,exp03-coregnet
